,Global_active_power,hour
2008-02-09,40.93,23
2008-02-10,56.434,0
2008-02-10,22.006,1
2008-02-10,18.48,2
2008-02-10,21.726,3
2008-02-10,19.38,4
2008-02-10,21.734,5
2008-02-10,87.18,6
2008-02-10,127.4,7
2008-02-10,96.604,8
2008-02-10,159.612,9
2008-02-10,83.136,10
2008-02-10,47.054,11
2008-02-10,57.53,12
2008-02-10,16.872,13
2008-02-10,21.534,14
2008-02-10,19.012,15
2008-02-10,21.136,16
2008-02-10,21.856,17
2008-02-10,18.176000000000002,18
2008-02-10,41.944,19
2008-02-10,119.078,20
2008-02-10,69.282,21
2008-02-10,89.336,22
2008-02-10,88.84,23
2008-02-11,29.338,0
2008-02-11,30.772,1
2008-02-11,28.732,2
2008-02-11,87.202,3
2008-02-11,29.608,4
2008-02-11,31.078,5
2008-02-11,29.080000000000002,6
2008-02-11,29.216,7
2008-02-11,30.014,8
2008-02-11,29.162,9
2008-02-11,31.022,10
2008-02-11,28.446,11
2008-02-11,63.03,12
2008-02-11,60.742,13
2008-02-11,31.84,14
2008-02-11,30.080000000000002,15
2008-02-11,30.248,16
2008-02-11,44.472,17
2008-02-11,28.724,18
2008-02-11,31.398,19
2008-02-11,28.83,20
2008-02-11,31.298,21
2008-02-11,28.846,22
2008-02-11,87.436,23
2008-02-12,21.524,0
2008-02-12,22.578,1
2008-02-12,20.96,2
2008-02-12,22.774,3
2008-02-12,21.19,4
2008-02-12,63.455999999999996,5
2008-02-12,53.746,6
2008-02-12,131.202,7
2008-02-12,147.336,8
2008-02-12,85.708,9
2008-02-12,97.674,10
2008-02-12,89.94800000000001,11
2008-02-12,99.22,12
2008-02-12,100.724,13
2008-02-12,93.97,14
2008-02-12,29.874,15
2008-02-12,39.702,16
2008-02-12,102.482,17
2008-02-12,122.432,18
2008-02-12,64.864,19
2008-02-12,129.834,20
2008-02-12,139.892,21
2008-02-12,64.762,22
2008-02-12,27.592,23
2008-02-13,24.418,0
2008-02-13,17.572,1
2008-02-13,17.218,2
2008-02-13,18.824,3
2008-02-13,47.836,4
2008-02-13,24.116,5
2008-02-13,69.292,6
2008-02-13,128.238,7
2008-02-13,84.83,8
2008-02-13,81.14,9
2008-02-13,89.866,10
2008-02-13,122.5,11
2008-02-13,50.932,12
2008-02-13,23.692,13
2008-02-13,49.216,14
2008-02-13,51.352000000000004,15
2008-02-13,61.245999999999995,16
2008-02-13,119.036,17
2008-02-13,146.944,18
2008-02-13,185.088,19
2008-02-13,157.562,20
2008-02-13,199.03,21
2008-02-13,110.236,22
2008-02-13,20.314,23
2008-02-14,20.476,0
2008-02-14,17.622,1
2008-02-14,17.89,2
2008-02-14,21.326,3
2008-02-14,17.926,4
2008-02-14,42.766,5
2008-02-14,87.688,6
2008-02-14,149.714,7
2008-02-14,169.048,8
2008-02-14,118.818,9
2008-02-14,81.94800000000001,10
2008-02-14,79.812,11
2008-02-14,80.56400000000001,12
2008-02-14,79.53399999999999,13
2008-02-14,18.294,14
2008-02-14,26.774,15
2008-02-14,26.744,16
2008-02-14,16.568,17
2008-02-14,59.854,18
2008-02-14,102.374,19
2008-02-14,140.526,20
2008-02-14,109.414,21
2008-02-14,62.91,22
2008-02-14,56.032,23
2008-02-15,63.176,0
2008-02-15,16.118,1
2008-02-15,18.912,2
2008-02-15,15.746,3
2008-02-15,15.19,4
2008-02-15,15.661999999999999,5
2008-02-15,53.318,6
2008-02-15,182.636,7
2008-02-15,176.822,8
2008-02-15,89.176,9
2008-02-15,83.536,10
2008-02-15,85.172,11
2008-02-15,85.632,12
2008-02-15,124.062,13
2008-02-15,141.088,14
2008-02-15,86.396,15
2008-02-15,82.118,16
2008-02-15,58.196,17
2008-02-15,56.302,18
2008-02-15,78.208,19
2008-02-15,46.124,20
2008-02-15,231.914,21
2008-02-15,156.03,22
2008-02-15,43.674,23
2008-02-16,33.732,0
2008-02-16,22.002,1
2008-02-16,18.462,2
2008-02-16,18.842,3
2008-02-16,55.496,4
2008-02-16,24.94,5
2008-02-16,18.584,6
2008-02-16,21.452,7
2008-02-16,71.914,8
2008-02-16,101.748,9
2008-02-16,118.854,10
2008-02-16,90.548,11
2008-02-16,74.382,12
2008-02-16,58.922,13
2008-02-16,193.41,14
2008-02-16,85.274,15
2008-02-16,46.13,16
2008-02-16,172.66,17
2008-02-16,205.466,18
2008-02-16,199.86,19
2008-02-16,232.39600000000002,20
2008-02-16,204.796,21
2008-02-16,162.524,22
2008-02-16,114.554,23
2008-02-17,58.14,0
2008-02-17,39.578,1
2008-02-17,38.188,2
2008-02-17,39.262,3
2008-02-17,32.95,4
2008-02-17,17.028,5
2008-02-17,18.12,6
2008-02-17,40.374,7
2008-02-17,53.168,8
2008-02-17,47.064,9
2008-02-17,140.484,10
2008-02-17,83.16799999999999,11
2008-02-17,124.174,12
2008-02-17,61.24,13
2008-02-17,235.18,14
2008-02-17,78.41,15
2008-02-17,29.872,16
2008-02-17,39.286,17
2008-02-17,110.118,18
2008-02-17,134.44,19
2008-02-17,229.194,20
2008-02-17,184.792,21
2008-02-17,74.354,22
2008-02-17,24.784,23
2008-02-18,18.008,0
2008-02-18,25.276,1
2008-02-18,42.961999999999996,2
2008-02-18,17.81,3
2008-02-18,17.196,4
2008-02-18,18.578,5
2008-02-18,82.876,6
2008-02-18,162.504,7
2008-02-18,81.338,8
2008-02-18,82.816,9
2008-02-18,79.926,10
2008-02-18,80.5,11
2008-02-18,80.776,12
2008-02-18,81.99,13
2008-02-18,39.352000000000004,14
2008-02-18,16.784,15
2008-02-18,18.418,16
2008-02-18,16.526,17
2008-02-18,30.628,18
2008-02-18,99.66,19
2008-02-18,154.526,20
2008-02-18,182.266,21
2008-02-18,62.344,22
2008-02-18,21.344,23
2008-02-19,19.990000000000002,0
2008-02-19,17.818,1
2008-02-19,18.362000000000002,2
2008-02-19,20.166,3
2008-02-19,52.976,4
2008-02-19,26.308,5
2008-02-19,50.454,6
2008-02-19,105.552,7
2008-02-19,136.246,8
2008-02-19,148.60999999999999,9
2008-02-19,179.086,10
2008-02-19,204.42,11
2008-02-19,211.144,12
2008-02-19,92.642,13
2008-02-19,86.098,14
2008-02-19,86.75399999999999,15
2008-02-19,44.512,16
2008-02-19,60.692,17
2008-02-19,87.078,18
2008-02-19,115.476,19
2008-02-19,124.716,20
2008-02-19,168.726,21
2008-02-19,52.096,22
2008-02-19,16.994,23
2008-02-20,17.146,0
2008-02-20,18.722,1
2008-02-20,16.974,2
2008-02-20,17.8,3
2008-02-20,17.76,4
2008-02-20,60.608,5
2008-02-20,65.318,6
2008-02-20,183.144,7
2008-02-20,149.38,8
2008-02-20,84.57,9
2008-02-20,84.354,10
2008-02-20,29.323999999999998,11
2008-02-20,34.88,12
2008-02-20,40.054,13
2008-02-20,63.956,14
2008-02-20,27.146,15
2008-02-20,80.22,16
2008-02-20,136.636,17
2008-02-20,189.45,18
2008-02-20,282.74399999999997,19
2008-02-20,259.93,20
2008-02-20,153.146,21
2008-02-20,143.546,22
2008-02-20,96.982,23
2008-02-21,30.15,0
2008-02-21,25.23,1
2008-02-21,21.748,2
2008-02-21,16.814,3
2008-02-21,16.898,4
2008-02-21,19.762,5
2008-02-21,83.79599999999999,6
2008-02-21,165.068,7
2008-02-21,148.308,8
2008-02-21,79.556,9
2008-02-21,79.794,10
2008-02-21,81.164,11
2008-02-21,75.906,12
2008-02-21,16.178,13
2008-02-21,27.988,14
2008-02-21,28.368,15
2008-02-21,25.122,16
2008-02-21,19.272,17
2008-02-21,103.922,18
2008-02-21,138.514,19
2008-02-21,167.43,20
2008-02-21,132.152,21
2008-02-21,105.114,22
2008-02-21,25.596,23
2008-02-22,16.152,0
2008-02-22,46.232,1
2008-02-22,34.344,2
2008-02-22,16.206,3
2008-02-22,15.954,4
2008-02-22,18.568,5
2008-02-22,68.072,6
2008-02-22,166.244,7
2008-02-22,162.102,8
2008-02-22,127.538,9
2008-02-22,89.814,10
2008-02-22,43.73,11
2008-02-22,70.592,12
2008-02-22,134.126,13
2008-02-22,145.464,14
2008-02-22,86.508,15
2008-02-22,43.278,16
2008-02-22,22.068,17
2008-02-22,35.162,18
2008-02-22,52.612,19
2008-02-22,130.604,20
2008-02-22,139.09199999999998,21
2008-02-22,47.54,22
2008-02-22,20.562,23
2008-02-23,16.34,0
2008-02-23,15.732,1
2008-02-23,19.03,2
2008-02-23,15.958,3
2008-02-23,33.266,4
2008-02-23,43.32,5
2008-02-23,16.184,6
2008-02-23,28.578,7
2008-02-23,79.134,8
2008-02-23,47.282,9
2008-02-23,58.178,10
2008-02-23,40.628,11
2008-02-23,17.978,12
2008-02-23,154.1,13
2008-02-23,106.23,14
2008-02-23,53.07,15
2008-02-23,36.274,16
2008-02-23,172.098,17
2008-02-23,191.246,18
2008-02-23,236.932,19
2008-02-23,153.608,20
2008-02-23,112.428,21
2008-02-23,102.838,22
2008-02-23,86.162,23
2008-02-24,82.198,0
2008-02-24,82.888,1
2008-02-24,82.45400000000001,2
2008-02-24,81.61,3
2008-02-24,83.21,4
2008-02-24,82.108,5
2008-02-24,57.082,6
2008-02-24,194.35999999999999,7
2008-02-24,113.134,8
2008-02-24,79.986,9
2008-02-24,61.932,10
2008-02-24,17.726,11
2008-02-24,15.78,12
2008-02-24,16.482,13
2008-02-24,18.942,14
2008-02-24,16.1,15
2008-02-24,15.494,16
2008-02-24,18.048,17
2008-02-24,21.326,18
2008-02-24,55.946,19
2008-02-24,17.451999999999998,20
2008-02-24,15.654,21
2008-02-24,15.113999999999999,22
2008-02-24,17.982,23
2008-02-25,16.084,0
2008-02-25,15.812,1
2008-02-25,18.604,2
2008-02-25,15.528,3
2008-02-25,15.574,4
2008-02-25,60.108000000000004,5
2008-02-25,25.696,6
2008-02-25,15.222,7
2008-02-25,17.804,8
2008-02-25,15.312,9
2008-02-25,15.574,10
2008-02-25,18.102,11
2008-02-25,15.708,12
2008-02-25,15.016,13
2008-02-25,17.66,14
2008-02-25,24.042,15
2008-02-25,65.428,16
2008-02-25,20.494,17
2008-02-25,15.008,18
2008-02-25,15.286,19
2008-02-25,18.492,20
2008-02-25,15.278,21
2008-02-25,15.094,22
2008-02-25,17.562,23
2008-02-26,15.356,0
2008-02-26,15.616,1
2008-02-26,39.269999999999996,2
2008-02-26,53.528,3
2008-02-26,15.342,4
2008-02-26,17.11,5
2008-02-26,16.984,6
2008-02-26,15.826,7
2008-02-26,15.74,8
2008-02-26,17.068,9
2008-02-26,15.008,10
2008-02-26,14.77,11
2008-02-26,17.576,12
2008-02-26,48.678,13
2008-02-26,44.52,14
2008-02-26,17.73,15
2008-02-26,15.597999999999999,16
2008-02-26,15.57,17
2008-02-26,17.71,18
2008-02-26,15.168,19
2008-02-26,15.36,20
2008-02-26,16.842,21
2008-02-26,15.618,22
2008-02-26,15.132,23
2008-02-27,46.908,0
2008-02-27,47.006,1
2008-02-27,15.68,2
2008-02-27,15.362,3
2008-02-27,17.808,4
2008-02-27,15.544,5
2008-02-27,15.728,6
2008-02-27,17.4,7
2008-02-27,15.474,8
2008-02-27,15.354,9
2008-02-27,16.2,10
2008-02-27,53.512,11
2008-02-27,36.324,12
2008-02-27,15.494,13
2008-02-27,17.272,14
2008-02-27,15.422,15
2008-02-27,17.382,16
2008-02-27,18.18,17
2008-02-27,15.138,18
2008-02-27,15.128,19
2008-02-27,17.544,20
2008-02-27,14.767999999999999,21
2008-02-27,74.098,22
2008-02-27,17.994,23
2008-02-28,15.326,0
2008-02-28,15.184,1
2008-02-28,17.626,2
2008-02-28,15.492,3
2008-02-28,15.32,4
2008-02-28,17.108,5
2008-02-28,16.756,6
2008-02-28,15.394,7
2008-02-28,42.862,8
2008-02-28,51.562,9
2008-02-28,14.857999999999999,10
2008-02-28,15.091999999999999,11
2008-02-28,17.554,12
2008-02-28,14.934,13
2008-02-28,18.64,14
2008-02-28,17.762,15
2008-02-28,15.244,16
2008-02-28,15.294,17
2008-02-28,17.866,18
2008-02-28,47.936,19
2008-02-28,43.112,20
2008-02-28,17.66,21
2008-02-28,14.984,22
2008-02-28,15.618,23
2008-02-29,17.822,0
2008-02-29,15.354,1
2008-02-29,15.15,2
2008-02-29,16.718,3
2008-02-29,15.99,4
2008-02-29,15.703999999999999,5
2008-02-29,57.028,6
2008-02-29,34.653999999999996,7
2008-02-29,15.264,8
2008-02-29,51.348,9
2008-02-29,127.282,10
2008-02-29,170.874,11
2008-02-29,162.65,12
2008-02-29,97.734,13
2008-02-29,97.626,14
2008-02-29,100.218,15
2008-02-29,90.738,16
2008-02-29,31.968,17
2008-02-29,34.636,18
2008-02-29,32.147999999999996,19
2008-02-29,31.811999999999998,20
2008-02-29,34.706,21
2008-02-29,32.884,22
2008-02-29,33.04,23
2008-03-01,26.56,0
2008-03-01,22.516,1
2008-03-01,67.502,2
2008-03-01,21.088,3
2008-03-01,22.364,4
2008-03-01,20.176,5
2008-03-01,48.786,6
2008-03-01,52.854,7
2008-03-01,118.56,8
2008-03-01,47.87,9
2008-03-01,34.66,10
2008-03-01,105.928,11
2008-03-01,81.938,12
2008-03-01,27.692,13
2008-03-01,21.4,14
2008-03-01,39.466,15
2008-03-01,56.776,16
2008-03-01,131.756,17
2008-03-01,143.096,18
2008-03-01,135.318,19
2008-03-01,154.046,20
2008-03-01,73.244,21
2008-03-01,31.98,22
2008-03-01,24.532,23
2008-03-02,167.514,0
2008-03-02,105.708,1
2008-03-02,95.642,2
2008-03-02,23.826,3
2008-03-02,16.264,4
2008-03-02,16.062,5
2008-03-02,18.14,6
2008-03-02,19.358,7
2008-03-02,33.652,8
2008-03-02,33.708,9
2008-03-02,89.982,10
2008-03-02,72.998,11
2008-03-02,137.146,12
2008-03-02,143.49,13
2008-03-02,207.764,14
2008-03-02,97.036,15
2008-03-02,38.774,16
2008-03-02,36.354,17
2008-03-02,121.684,18
2008-03-02,152.138,19
2008-03-02,178.86599999999999,20
2008-03-02,192.308,21
2008-03-02,66.132,22
2008-03-02,20.022,23
2008-03-03,32.676,0
2008-03-03,33.102000000000004,1
2008-03-03,37.29,2
2008-03-03,33.612,3
2008-03-03,33.352,4
2008-03-03,85.742,5
2008-03-03,33.17,6
2008-03-03,33.36,7
2008-03-03,35.236,8
2008-03-03,33.312,9
2008-03-03,34.316,10
2008-03-03,35.924,11
2008-03-03,33.822,12
2008-03-03,33.576,13
2008-03-03,35.338,14
2008-03-03,80.682,15
2008-03-03,45.438,16
2008-03-03,99.394,17
2008-03-03,77.376,18
2008-03-03,34.376,19
2008-03-03,34.096,20
2008-03-03,35.846,21
2008-03-03,34.164,22
2008-03-03,35.35,23
2008-03-04,18.146,0
2008-03-04,16.668,1
2008-03-04,24.084,2
2008-03-04,55.19,3
2008-03-04,15.576,4
2008-03-04,16.288,5
2008-03-04,93.486,6
2008-03-04,120.966,7
2008-03-04,87.996,8
2008-03-04,84.364,9
2008-03-04,82.056,10
2008-03-04,53.648,11
2008-03-04,16.448,12
2008-03-04,19.386,13
2008-03-04,16.338,14
2008-03-04,29.154,15
2008-03-04,25.356,16
2008-03-04,28.612000000000002,17
2008-03-04,37.412,18
2008-03-04,76.824,19
2008-03-04,82.282,20
2008-03-04,81.63,21
2008-03-04,28.092,22
2008-03-04,18.754,23
2008-03-05,173.394,0
2008-03-05,141.852,1
2008-03-05,40.316,2
2008-03-05,28.804000000000002,3
2008-03-05,22.726,4
2008-03-05,23.552,5
2008-03-05,27.236,6
2008-03-05,23.262,7
2008-03-05,23.154,8
2008-03-05,55.476,9
2008-03-05,147.65800000000002,10
2008-03-05,114.008,11
2008-03-05,44.982,12
2008-03-05,24.208,13
2008-03-05,19.442,14
2008-03-05,22.436,15
2008-03-05,21.886,16
2008-03-05,21.036,17
2008-03-05,22.012,18
2008-03-05,20.36,19
2008-03-05,59.606,20
2008-03-05,19.49,21
2008-03-05,151.554,22
2008-03-05,41.15,23
2008-03-06,12.854000000000001,0
2008-03-06,19.68,1
2008-03-06,12.636,2
2008-03-06,62.852,3
2008-03-06,21.116,4
2008-03-06,17.03,5
2008-03-06,52.934,6
2008-03-06,112.584,7
2008-03-06,100.13,8
2008-03-06,101.516,9
2008-03-06,77.2,10
2008-03-06,96.958,11
2008-03-06,39.462,12
2008-03-06,22.824,13
2008-03-06,15.698,14
2008-03-06,24.03,15
2008-03-06,57.696,16
2008-03-06,12.734,17
2008-03-06,18.86,18
2008-03-06,128.406,19
2008-03-06,209.53,20
2008-03-06,123.41799999999999,21
2008-03-06,152.414,22
2008-03-06,105.254,23
2008-03-07,17.116,0
2008-03-07,18.206,1
2008-03-07,15.616,2
2008-03-07,18.672,3
2008-03-07,15.11,4
2008-03-07,17.632,5
2008-03-07,93.642,6
2008-03-07,88.788,7
2008-03-07,57.362,8
2008-03-07,18.82,9
2008-03-07,19.318,10
2008-03-07,17.592,11
2008-03-07,13.096,12
2008-03-07,60.106,13
2008-03-07,19.28,14
2008-03-07,16.688,15
2008-03-07,19.19,16
2008-03-07,18.596,17
2008-03-07,18.128,18
2008-03-07,58.618,19
2008-03-07,48.284,20
2008-03-07,219.368,21
2008-03-07,148.478,22
2008-03-07,60.654,23
2008-03-08,13.986,0
2008-03-08,17.292,1
2008-03-08,15.662,2
2008-03-08,19.188,3
2008-03-08,16.672,4
2008-03-08,12.744,5
2008-03-08,18.204,6
2008-03-08,16.556,7
2008-03-08,60.28,8
2008-03-08,28.046,9
2008-03-08,15.12,10
2008-03-08,17.034,11
2008-03-08,15.662,12
2008-03-08,18.912,13
2008-03-08,12.8,14
2008-03-08,16.544,15
2008-03-08,17.326,16
2008-03-08,17.308,17
2008-03-08,17.81,18
2008-03-08,12.062,19
2008-03-08,48.694,20
2008-03-08,42.628,21
2008-03-08,15.924,22
2008-03-08,18.328,23
2008-03-09,18.698,0
2008-03-09,18.624,1
2008-03-09,15.906,2
2008-03-09,17.128,3
2008-03-09,16.452,4
2008-03-09,55.332,5
2008-03-09,16.176,6
2008-03-09,110.784,7
2008-03-09,87.256,8
2008-03-09,87.488,9
2008-03-09,65.758,10
2008-03-09,101.712,11
2008-03-09,50.288000000000004,12
2008-03-09,99.618,13
2008-03-09,93.416,14
2008-03-09,90.454,15
2008-03-09,22.376,16
2008-03-09,15.132,17
2008-03-09,21.072,18
2008-03-09,46.586,19
2008-03-09,174.866,20
2008-03-09,108.492,21
2008-03-09,36.204,22
2008-03-09,18.668,23
2008-03-10,22.698,0
2008-03-10,23.998,1
2008-03-10,19.39,2
2008-03-10,21.438,3
2008-03-10,17.522,4
2008-03-10,21.818,5
2008-03-10,47.124,6
2008-03-10,135.534,7
2008-03-10,120.544,8
2008-03-10,118.21,9
2008-03-10,116.716,10
2008-03-10,85.918,11
2008-03-10,55.39,12
2008-03-10,18.188,13
2008-03-10,22.528000000000002,14
2008-03-10,19.224,15
2008-03-10,18.374,16
2008-03-10,24.848,17
2008-03-10,23.89,18
2008-03-10,119.602,19
2008-03-10,213.746,20
2008-03-10,172.916,21
2008-03-10,112.228,22
2008-03-10,60.736,23
2008-03-11,29.47,0
2008-03-11,30.182,1
2008-03-11,28.378,2
2008-03-11,29.878,3
2008-03-11,29.184,4
2008-03-11,28.34,5
2008-03-11,30.482,6
2008-03-11,28.82,7
2008-03-11,30.14,8
2008-03-11,61.73,9
2008-03-11,55.294000000000004,10
2008-03-11,28.742,11
2008-03-11,31.701999999999998,12
2008-03-11,29.304000000000002,13
2008-03-11,32.022,14
2008-03-11,29.872,15
2008-03-11,30.39,16
2008-03-11,53.05,17
2008-03-11,47.412,18
2008-03-11,49.492,19
2008-03-11,73.596,20
2008-03-11,21.084,21
2008-03-11,18.454,22
2008-03-11,20.582,23
2008-03-12,19.490000000000002,0
2008-03-12,32.884,1
2008-03-12,47.342,2
2008-03-12,19.212,3
2008-03-12,20.858,4
2008-03-12,19.478,5
2008-03-12,74.602,6
2008-03-12,140.64,7
2008-03-12,160.872,8
2008-03-12,141.906,9
2008-03-12,84.55799999999999,10
2008-03-12,85.962,11
2008-03-12,54.868,12
2008-03-12,46.166,13
2008-03-12,95.098,14
2008-03-12,32.748,15
2008-03-12,43.86,16
2008-03-12,113.992,17
2008-03-12,168.502,18
2008-03-12,89.938,19
2008-03-12,79.71,20
2008-03-12,80.956,21
2008-03-12,79.34,22
2008-03-12,22.182,23
2008-03-13,16.802,0
2008-03-13,16.256,1
2008-03-13,17.406,2
2008-03-13,20.044,3
2008-03-13,15.894,4
2008-03-13,50.984,5
2008-03-13,49.878,6
2008-03-13,122.89,7
2008-03-13,86.896,8
2008-03-13,86.03,9
2008-03-13,32.19,10
2008-03-13,22.374,11
2008-03-13,18.63,12
2008-03-13,48.872,13
2008-03-13,26.078,14
2008-03-13,21.054,15
2008-03-13,42.392,16
2008-03-13,34.716,17
2008-03-13,125.066,18
2008-03-13,178.582,19
2008-03-13,281.022,20
2008-03-13,300.85,21
2008-03-13,39.772,22
2008-03-13,20.836,23
2008-03-14,18.636,0
2008-03-14,20.028,1
2008-03-14,19.37,2
2008-03-14,16.566,3
2008-03-14,38.284,4
2008-03-14,27.75,5
2008-03-14,40.72,6
2008-03-14,135.422,7
2008-03-14,121.562,8
2008-03-14,93.104,9
2008-03-14,132.958,10
2008-03-14,110.94,11
2008-03-14,108.904,12
2008-03-14,106.55,13
2008-03-14,118.416,14
2008-03-14,166.908,15
2008-03-14,110.338,16
2008-03-14,93.81,17
2008-03-14,147.536,18
2008-03-14,153.276,19
2008-03-14,140.69,20
2008-03-14,169.92,21
2008-03-14,90.828,22
2008-03-14,27.704,23
2008-03-15,17.666,0
2008-03-15,20.026,1
2008-03-15,17.954,2
2008-03-15,61.796,3
2008-03-15,16.738,4
2008-03-15,20.964,5
2008-03-15,17.992,6
2008-03-15,48.172,7
2008-03-15,78.632,8
2008-03-15,122.788,9
2008-03-15,129.162,10
2008-03-15,113.054,11
2008-03-15,98.462,12
2008-03-15,93.514,13
2008-03-15,92.90599999999999,14
2008-03-15,49.188,15
2008-03-15,45.014,16
2008-03-15,31.862,17
2008-03-15,56.606,18
2008-03-15,87.352,19
2008-03-15,91.54,20
2008-03-15,102.408,21
2008-03-15,134.942,22
2008-03-15,27.562,23
2008-03-16,71.436,0
2008-03-16,28.502,1
2008-03-16,17.580000000000002,2
2008-03-16,16.76,3
2008-03-16,19.09,4
2008-03-16,36.647999999999996,5
2008-03-16,35.686,6
2008-03-16,16.44,7
2008-03-16,45.752,8
2008-03-16,27.0,9
2008-03-16,47.728,10
2008-03-16,87.02,11
2008-03-16,98.048,12
2008-03-16,94.52,13
2008-03-16,93.942,14
2008-03-16,73.658,15
2008-03-16,26.21,16
2008-03-16,23.256,17
2008-03-16,182.762,18
2008-03-16,172.694,19
2008-03-16,207.514,20
2008-03-16,172.952,21
2008-03-16,116.024,22
2008-03-16,90.738,23
2008-03-17,81.206,0
2008-03-17,58.296,1
2008-03-17,19.166,2
2008-03-17,16.266000000000002,3
2008-03-17,16.336,4
2008-03-17,16.0,5
2008-03-17,71.03399999999999,6
2008-03-17,145.40800000000002,7
2008-03-17,83.262,8
2008-03-17,79.49000000000001,9
2008-03-17,116.634,10
2008-03-17,188.564,11
2008-03-17,165.434,12
2008-03-17,40.084,13
2008-03-17,23.072,14
2008-03-17,80.586,15
2008-03-17,106.782,16
2008-03-17,32.784,17
2008-03-17,31.906,18
2008-03-17,76.502,19
2008-03-17,123.012,20
2008-03-17,78.63,21
2008-03-17,34.660000000000004,22
2008-03-17,21.804,23
2008-03-18,16.978,0
2008-03-18,17.072,1
2008-03-18,16.218,2
2008-03-18,19.724,3
2008-03-18,19.694,4
2008-03-18,16.01,5
2008-03-18,70.396,6
2008-03-18,109.94,7
2008-03-18,115.578,8
2008-03-18,122.422,9
2008-03-18,88.362,10
2008-03-18,85.72,11
2008-03-18,81.584,12
2008-03-18,23.87,13
2008-03-18,97.804,14
2008-03-18,103.726,15
2008-03-18,223.266,16
2008-03-18,108.246,17
2008-03-18,88.67399999999999,18
2008-03-18,119.476,19
2008-03-18,120.606,20
2008-03-18,105.38,21
2008-03-18,119.394,22
2008-03-18,27.426,23
2008-03-19,21.164,0
2008-03-19,17.822,1
2008-03-19,18.09,2
2008-03-19,20.046,3
2008-03-19,22.134,4
2008-03-19,19.876,5
2008-03-19,92.852,6
2008-03-19,118.206,7
2008-03-19,121.33800000000001,8
2008-03-19,116.14,9
2008-03-19,44.376,10
2008-03-19,36.76,11
2008-03-19,63.192,12
2008-03-19,19.662,13
2008-03-19,22.136,14
2008-03-19,21.242,15
2008-03-19,40.262,16
2008-03-19,35.202,17
2008-03-19,41.21,18
2008-03-19,114.736,19
2008-03-19,172.39,20
2008-03-19,82.602,21
2008-03-19,30.578,22
2008-03-19,16.432000000000002,23
2008-03-20,17.078,0
2008-03-20,19.204,1
2008-03-20,19.088,2
2008-03-20,19.034,3
2008-03-20,53.202,4
2008-03-20,16.162,5
2008-03-20,41.54,6
2008-03-20,68.566,7
2008-03-20,98.12,8
2008-03-20,93.362,9
2008-03-20,101.902,10
2008-03-20,112.792,11
2008-03-20,30.55,12
2008-03-20,18.976,13
2008-03-20,17.0,14
2008-03-20,16.326,15
2008-03-20,17.044,16
2008-03-20,21.0,17
2008-03-20,67.486,18
2008-03-20,167.916,19
2008-03-20,108.0,20
2008-03-20,71.816,21
2008-03-20,34.78,22
2008-03-20,22.33,23
2008-03-21,20.454,0
2008-03-21,19.128,1
2008-03-21,16.474,2
2008-03-21,57.958,3
2008-03-21,24.282,4
2008-03-21,19.394,5
2008-03-21,41.980000000000004,6
2008-03-21,107.116,7
2008-03-21,107.61,8
2008-03-21,83.886,9
2008-03-21,83.62,10
2008-03-21,81.932,11
2008-03-21,76.452,12
2008-03-21,31.724,13
2008-03-21,131.7,14
2008-03-21,165.592,15
2008-03-21,217.97,16
2008-03-21,108.784,17
2008-03-21,125.944,18
2008-03-21,120.648,19
2008-03-21,125.194,20
2008-03-21,181.718,21
2008-03-21,88.5,22
2008-03-21,28.382,23
2008-03-22,21.68,0
2008-03-22,20.916,1
2008-03-22,20.982,2
2008-03-22,20.727999999999998,3
2008-03-22,20.21,4
2008-03-22,49.806,5
2008-03-22,20.796,6
2008-03-22,41.954,7
2008-03-22,81.038,8
2008-03-22,77.514,9
2008-03-22,118.552,10
2008-03-22,104.5,11
2008-03-22,69.242,12
2008-03-22,44.146,13
2008-03-22,19.428,14
2008-03-22,17.678,15
2008-03-22,185.12199999999999,16
2008-03-22,131.792,17
2008-03-22,172.88400000000001,18
2008-03-22,214.978,19
2008-03-22,221.276,20
2008-03-22,173.58,21
2008-03-22,110.636,22
2008-03-22,94.078,23
2008-03-23,27.418,0
2008-03-23,18.69,1
2008-03-23,19.746,2
2008-03-23,17.736,3
2008-03-23,17.668,4
2008-03-23,17.919999999999998,5
2008-03-23,17.442,6
2008-03-23,29.078,7
2008-03-23,82.888,8
2008-03-23,119.80199999999999,9
2008-03-23,128.806,10
2008-03-23,85.972,11
2008-03-23,87.968,12
2008-03-23,191.828,13
2008-03-23,206.832,14
2008-03-23,104.422,15
2008-03-23,138.098,16
2008-03-23,100.852,17
2008-03-23,170.038,18
2008-03-23,196.648,19
2008-03-23,296.04,20
2008-03-23,103.344,21
2008-03-23,93.17,22
2008-03-23,53.584,23
2008-03-24,25.466,0
2008-03-24,28.012,1
2008-03-24,28.954,2
2008-03-24,60.742,3
2008-03-24,17.682000000000002,4
2008-03-24,17.112000000000002,5
2008-03-24,16.666,6
2008-03-24,36.102,7
2008-03-24,20.69,8
2008-03-24,191.376,9
2008-03-24,93.878,10
2008-03-24,99.744,11
2008-03-24,116.872,12
2008-03-24,100.38,13
2008-03-24,110.946,14
2008-03-24,186.206,15
2008-03-24,42.03,16
2008-03-24,57.566,17
2008-03-24,74.586,18
2008-03-24,152.61,19
2008-03-24,120.212,20
