"passerelle_id","location_id","address_id","device_id","event_time","updated_by","context","tstat_daily_consumption","tstat_heat_demand","tstat_active_alerts","tstat_ambient_humidity","tstat_ambient_setpoint","tstat_ambient_temperature","tstat_floor_mode","tstat_floor_setpoint","tstat_floor_temperature","tstat_grap_outage_duration","tstat_grap_outage_start","tstat_model_number","tstat_name","tstat_uid","tstat_instant_power","tstat_version","tstat_zigbee_version","tstat_gd_state","tstat_grap_state","tstat_grap_undersized","tstat_lock_state"
"AC000W013302124","3209","4711-L7V6T0","312788","2022-01-03T02:06:02Z","HUB","unknown","3570","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T02:06:18Z","HUB","unknown","15004","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338409","2022-01-03T02:06:22Z","HUB","unknown","16495","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338409","2022-01-03T02:06:33Z","HUB","unknown","","99","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:06:33Z","HUB","unknown","","19","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T02:06:47Z","HUB","unknown","","37","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:07:03Z","HUB","unknown","","18","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338409","2022-01-03T02:07:21Z","HUB","unknown","","98","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338409","2022-01-03T02:07:22Z","HUB","unknown","16549","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T02:07:32Z","HUB","unknown","3820","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T02:07:40Z","HUB","unknown","","82","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T02:07:47Z","HUB","unknown","","36","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:07:48Z","HUB","unknown","2113","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T02:07:52Z","HUB","unknown","7456","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338409","2022-01-03T02:08:03Z","HUB","unknown","","97","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:08:03Z","HUB","unknown","","17","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312788","2022-01-03T02:08:17Z","HUB","unknown","3580","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338409","2022-01-03T02:08:23Z","HUB","unknown","16602","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:08:48Z","HUB","unknown","","16","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T02:08:52Z","HUB","unknown","","29","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T02:08:58Z","HUB","unknown","","","","","","18","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T02:09:02Z","HUB","unknown","","35","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T02:09:02Z","HUB","unknown","3831","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338409","2022-01-03T02:09:06Z","HUB","unknown","","96","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T02:09:10Z","HUB","unknown","15013","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:09:18Z","HUB","unknown","","15","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T02:09:21Z","HUB","unknown","","28","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338409","2022-01-03T02:09:24Z","HUB","unknown","16629","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:09:48Z","HUB","unknown","","14","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T02:09:52Z","HUB","unknown","7478","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T02:10:02Z","HUB","unknown","","34","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338409","2022-01-03T02:10:06Z","HUB","unknown","","95","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T02:10:10Z","HUB","unknown","15022","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:10:13Z","HUB","unknown","","","","","","18.5","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:10:18Z","HUB","unknown","","13","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T02:10:22Z","HUB","unknown","","29","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338409","2022-01-03T02:10:24Z","HUB","unknown","16683","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T02:10:47Z","HUB","unknown","3842","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312788","2022-01-03T02:10:47Z","HUB","unknown","3589","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:10:48Z","HUB","unknown","","12","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338409","2022-01-03T02:11:03Z","HUB","unknown","","94","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:11:03Z","HUB","unknown","","11","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T02:11:11Z","HUB","unknown","15031","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T02:11:17Z","HUB","unknown","","33","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338409","2022-01-03T02:11:25Z","HUB","unknown","16737","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:11:33Z","HUB","unknown","","10","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T02:11:37Z","HUB","unknown","","28","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:11:48Z","HUB","unknown","","9","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338409","2022-01-03T02:12:06Z","HUB","unknown","","93","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:12:06Z","HUB","unknown","","8","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T02:12:07Z","HUB","unknown","7499","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T02:12:11Z","HUB","unknown","15050","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:12:17Z","HUB","unknown","","7","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338409","2022-01-03T02:12:26Z","HUB","unknown","16764","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338412","2022-01-03T02:12:29Z","HUB","unknown","","","","","","20.5","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T02:12:32Z","HUB","unknown","","32","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:12:34Z","HUB","unknown","2126","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T02:12:47Z","HUB","unknown","3853","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:12:49Z","HUB","unknown","","6","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T02:12:51Z","HUB","unknown","","29","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:13:03Z","HUB","unknown","","5","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T02:13:06Z","HUB","unknown","","28","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T02:13:12Z","HUB","unknown","15059","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338409","2022-01-03T02:13:21Z","HUB","unknown","","92","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:13:21Z","HUB","unknown","","4","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338409","2022-01-03T02:13:26Z","HUB","unknown","16817","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:13:33Z","HUB","unknown","","3","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:13:48Z","HUB","unknown","","2","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:14:02Z","HUB","unknown","","1","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T02:14:07Z","HUB","unknown","7520","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T02:14:13Z","HUB","unknown","15069","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T02:14:17Z","HUB","unknown","","31","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:14:17Z","HUB","unknown","","0","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338409","2022-01-03T02:14:21Z","HUB","unknown","","91","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338409","2022-01-03T02:14:27Z","HUB","unknown","16844","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T02:14:32Z","HUB","unknown","3864","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312788","2022-01-03T02:14:32Z","HUB","unknown","","26","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:14:59Z","Automation_Prog_95002","unknown","","","","","19","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338409","2022-01-03T02:15:01Z","Automation_Prog_95004","unknown","","","","","18","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338412","2022-01-03T02:15:02Z","Automation_Prog_95003","unknown","","","","","18","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:15:10Z","HUB","unknown","","72","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T02:15:13Z","HUB","unknown","15087","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338409","2022-01-03T02:15:20Z","HUB","unknown","","0","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:15:25Z","HUB","unknown","","71","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338409","2022-01-03T02:15:27Z","HUB","unknown","16871","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T02:15:37Z","HUB","unknown","","29","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:15:40Z","HUB","unknown","2139","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T02:15:47Z","HUB","unknown","","30","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:15:55Z","HUB","unknown","","70","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T02:16:14Z","HUB","unknown","15097","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T02:16:22Z","HUB","unknown","7542","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T02:16:32Z","HUB","unknown","3875","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:16:41Z","HUB","unknown","2152","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:17:10Z","HUB","unknown","","71","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338409","2022-01-03T02:17:20Z","HUB","unknown","","","","","","21","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T02:17:32Z","HUB","unknown","","29","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:17:41Z","HUB","unknown","2165","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:17:55Z","HUB","unknown","","72","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T02:18:22Z","HUB","unknown","7563","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:18:25Z","HUB","unknown","","73","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T02:18:32Z","HUB","unknown","3886","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:18:42Z","HUB","unknown","2178","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:19:09Z","HUB","unknown","","74","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T02:19:23Z","HUB","unknown","15106","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:19:24Z","HUB","unknown","","75","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:19:43Z","HUB","unknown","2191","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T02:19:47Z","HUB","unknown","","28","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312788","2022-01-03T02:20:17Z","HUB","unknown","3598","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T02:20:23Z","HUB","unknown","7584","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T02:20:23Z","HUB","unknown","15115","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:20:24Z","HUB","unknown","","76","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:20:43Z","HUB","unknown","2217","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312788","2022-01-03T02:20:47Z","HUB","unknown","","27","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T02:20:47Z","HUB","unknown","3898","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:21:09Z","HUB","unknown","","77","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T02:21:24Z","HUB","unknown","15124","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T02:21:32Z","HUB","unknown","","27","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:21:44Z","HUB","unknown","2230","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:22:09Z","HUB","unknown","","78","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T02:22:24Z","HUB","unknown","7606","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T02:22:24Z","HUB","unknown","15143","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312788","2022-01-03T02:22:32Z","HUB","unknown","3607","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T02:22:32Z","HUB","unknown","","26","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:22:47Z","HUB","unknown","2243","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T02:22:47Z","HUB","unknown","3909","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T02:23:25Z","HUB","unknown","15152","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:23:47Z","HUB","unknown","2256","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T02:24:17Z","HUB","unknown","","25","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:24:23Z","HUB","unknown","","79","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T02:24:26Z","HUB","unknown","15161","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312788","2022-01-03T02:24:32Z","HUB","unknown","3616","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T02:24:37Z","HUB","unknown","7627","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:24:45Z","HUB","unknown","2282","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T02:24:51Z","HUB","unknown","","30","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T02:25:17Z","HUB","unknown","3920","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T02:25:26Z","HUB","unknown","15180","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:25:46Z","HUB","unknown","2295","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T02:26:27Z","HUB","unknown","15189","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T02:26:37Z","HUB","unknown","7649","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312788","2022-01-03T02:26:47Z","HUB","unknown","3626","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:26:47Z","HUB","unknown","2308","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T02:26:51Z","HUB","unknown","","83","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T02:27:01Z","HUB","unknown","","24","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338409","2022-01-03T02:27:26Z","HUB","unknown","","","","","","20.5","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T02:27:27Z","HUB","unknown","15208","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:27:38Z","HUB","unknown","","78","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T02:27:47Z","HUB","unknown","3931","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:27:47Z","HUB","unknown","2334","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T02:28:09Z","HUB","unknown","","","","","","17.5","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:28:24Z","HUB","unknown","","","[""3""]","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T02:28:28Z","HUB","unknown","15217","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T02:28:37Z","HUB","unknown","7670","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:28:48Z","HUB","unknown","2347","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312788","2022-01-03T02:29:01Z","HUB","unknown","3635","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:29:23Z","HUB","unknown","","77","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:29:23Z","HUB","unknown","","","[""0""]","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:29:24Z","HUB","unknown","","","","","","19","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T02:29:29Z","HUB","unknown","15227","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:29:53Z","HUB","unknown","2356","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T02:30:17Z","HUB","unknown","3942","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:30:23Z","HUB","unknown","","76","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T02:30:29Z","HUB","unknown","15245","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T02:30:32Z","HUB","unknown","","23","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T02:30:37Z","HUB","unknown","7691","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:30:54Z","HUB","unknown","2369","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:31:07Z","HUB","unknown","","75","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T02:31:10Z","HUB","unknown","","","","","","18","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T02:31:16Z","HUB","unknown","","22","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312788","2022-01-03T02:31:16Z","HUB","unknown","3644","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T02:31:29Z","HUB","unknown","15255","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T02:31:31Z","HUB","unknown","","21","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T02:31:47Z","HUB","unknown","","20","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:31:53Z","HUB","unknown","","74","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:31:54Z","HUB","unknown","2382","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T02:32:02Z","HUB","unknown","","19","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T02:32:30Z","HUB","unknown","15264","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T02:32:32Z","HUB","unknown","","17","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:32:37Z","HUB","unknown","","73","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T02:32:37Z","HUB","unknown","7713","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T02:32:46Z","HUB","unknown","","16","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312789","2022-01-03T02:32:52Z","HUB","unknown","","31","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338416","2022-01-03T02:32:55Z","HUB","unknown","2394","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T02:33:02Z","HUB","unknown","","15","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T02:33:02Z","HUB","unknown","3953","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312788","2022-01-03T02:33:16Z","HUB","unknown","","26","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T02:33:17Z","HUB","unknown","","14","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312788","2022-01-03T02:33:31Z","HUB","unknown","3653","","","","","","","","","","","","","","","","","","","",""
"AC000W013302124","3209","4711-L7V6T0","312792","2022-01-03T02:33:31Z","HUB","unknown","15282","","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T02:33:31Z","HUB","unknown","","13","","","","","","","","","","","","","","","","","","",""
"AC000W008491177","5721","6101-Y5N0J8","338414","2022-01-03T02:33:46Z","HUB","unknown","","12","","","","","","","","","","","","","","","","","","",""
